id,per_square_meter_price
COL_300491,40529.68395822908
COL_300562,41525.39152595248
COL_300747,37941.701985487
COL_300816,51006.447405164516
COL_300942,43764.017872337216
COL_300959,46812.90745575193
COL_300962,40357.94760547531
COL_301220,37869.37044359288
COL_301285,59979.75764707635
COL_301290,74938.47561318454
COL_301303,82965.89696218932
COL_301367,42357.461934171486
COL_301368,52232.85038614869
COL_301378,72883.24362126697
COL_301401,47366.51742113476
COL_301444,33511.91273680174
COL_301445,47371.5689754235
COL_301574,79884.07661037709
COL_301649,34292.80019701737
COL_301669,58953.589288777825
COL_301670,43090.93491326951
COL_301679,55783.02883106574
COL_301709,34477.61088907081
COL_301757,183449.4578223631
COL_301819,34202.11528289502
COL_301820,40902.38206400056
COL_301821,37041.85915086562
COL_301822,38826.59089375685
COL_301823,38833.259028747045
COL_301843,44467.43248164783
COL_301976,64907.3015538954
COL_301986,42864.97890655046
COL_302097,47458.681477017075
COL_302111,86741.1327976133
COL_302139,45890.83125887179
COL_302293,37340.9680461214
COL_302294,38505.15307383738
COL_302428,48314.50325494478
COL_302465,39430.38162384618
COL_302497,75755.50773979955
COL_302548,35137.846387060614
COL_302597,39652.81568292126
COL_302726,47147.632371578926
COL_302745,58470.82644405487
COL_302873,38301.95145679945
COL_302926,43166.71239050812
COL_302986,47428.14859281613
COL_302987,45310.77614602239
COL_302994,58962.30184433284
COL_303002,86238.59802968163
COL_303004,45446.617356027884
COL_303007,39257.12658023037
COL_303069,54803.351432486204
COL_303147,30025.55891711625
COL_303265,41368.21741902207
COL_303285,83210.9158973348
COL_303366,35937.42143155603
COL_303405,82175.13838575204
COL_303564,40661.31998082262
COL_303569,29770.887452996027
COL_303618,82500.03222745199
COL_303623,53617.23406253786
COL_303624,53496.76319362901
COL_303625,48953.88456597185
COL_303626,44091.00553058157
COL_303627,43206.940293850275
COL_303637,27560.649997808036
COL_303638,32113.987437937132
COL_304041,53477.11169140058
COL_304147,344065.6188037029
COL_304255,236216.32289635253
COL_304280,55355.88445314265
COL_304320,44205.80710765314
COL_304322,51382.24282454904
COL_304323,32761.799272053362
COL_304324,23836.009158883087
COL_304325,33988.45080576542
COL_304367,41462.11026524041
COL_304546,48967.12473010049
COL_304550,76325.38933085266
COL_304552,90651.71486319628
COL_304561,43496.12450865362
COL_304585,82887.89694006377
COL_304853,108766.70217050076
COL_304902,36127.52211605706
COL_304978,59892.537568314394
COL_304984,36470.331209121694
COL_305002,47539.47404222139
COL_305017,70968.36461006275
COL_305038,32173.31975434876
COL_305057,37206.80166963095
COL_305058,36284.78942031417
COL_305059,37235.726051000594
COL_305114,330275.49262284196
COL_305373,57782.27859127814
COL_305382,85016.94139677739
COL_305383,80070.16890256644
COL_305384,86163.01380349233
COL_305385,86163.01380349233
COL_305386,85621.56495751871
COL_305387,85726.62147207593
COL_305388,81909.36604314022
COL_305413,51870.232936744935
COL_305607,48649.44596240365
COL_305652,54686.62617370832
COL_305726,194320.5770421553
COL_305896,60225.015003364206
COL_305924,38829.77617705451
COL_305926,37849.35853358098
COL_306033,95169.33401584983
COL_306088,57330.95840766749
COL_306141,31827.372274113888
COL_306143,39721.54818660992
COL_306144,49830.06523263164
COL_306151,43198.35562255265
COL_306153,37977.882223662775
COL_306154,46488.9439678684
COL_306155,35379.39074225872
COL_306206,53377.556350712926
COL_306621,42572.54042976318
COL_306728,58132.02777830301
COL_306758,49106.35314283583
COL_306763,100924.01811745757
COL_306803,47568.21933016104
COL_306853,43546.84021595138
COL_306892,41195.93268870492
COL_306938,90328.10172433859
COL_307001,50024.26833466755
COL_307043,59458.55064218793
COL_307158,47477.88589194023
COL_307269,47132.895830631816
COL_307356,68097.02861202358
COL_307480,41515.008509608546
COL_307529,56833.34622800405
COL_307623,37627.219132087266
COL_307819,44940.93219879988
COL_307874,47975.52967834035
COL_307945,75635.9674044174
COL_307986,71152.70286100563
COL_308206,50493.17674083693
COL_308211,34429.5859825138
COL_308429,81435.15240438646
COL_308446,40320.77886343747
COL_308472,56582.343607349445
COL_308486,61583.13151643368
COL_308492,57921.24461007054
COL_308493,50661.016959747394
COL_308743,47861.22941844453
COL_308803,43563.59517880347
COL_308813,69629.83996562002
COL_308963,54046.58270759006
COL_308966,25150.19895199392
COL_309079,38171.65848988809
COL_309121,37291.033192263334
COL_309434,37468.52069518315
COL_309612,40745.74696238961
COL_309635,17539.311242156644
COL_309640,37026.69846243295
COL_309642,41694.75696427695
COL_309784,35346.07389469994
COL_310093,31189.899515498408
COL_310107,39375.104927681125
COL_310164,40442.406316721426
COL_310207,49968.13735462223
COL_310218,38129.7843430248
COL_310311,38949.17327882696
COL_310315,62936.210635033174
COL_310359,49827.398467744504
COL_310405,86133.10606408912
COL_310447,46837.939563465596
COL_310503,47451.832170153866
COL_310570,35803.8744644059
COL_310590,50606.66387853305
COL_310604,48398.58564673909
COL_310641,153861.78838142785
COL_310642,50837.919807719685
COL_310656,328922.5130748109
COL_310722,34680.96000500562
COL_310897,38691.77912705008
COL_311016,29056.16343299865
COL_311017,43122.07344577558
COL_311018,44913.12806566471
COL_311025,30873.683491857577
COL_311026,41966.98718465064
COL_311068,35352.29654907303
COL_311128,45585.90252908163
COL_311187,132016.84819762476
COL_311188,122716.84314708046
COL_311328,224486.74464446233
COL_311348,41493.182362654734
COL_311537,59959.13483507037
COL_311660,37083.96914699327
COL_311665,39770.63707243149
COL_311698,36194.445197996356
COL_311704,395856.7946891611
COL_311870,44836.258281328766
COL_312002,47731.87696581492
COL_312005,183623.95321870243
COL_312006,127610.9784543521
COL_312007,124678.01411848963
COL_312010,104586.45322571717
COL_312014,41792.98268768567
COL_312208,45916.64045145234
COL_312270,47374.006033991594
COL_312284,73742.8382259978
COL_312290,33539.80046907879
COL_312323,65515.70120826904
COL_312335,60268.70703340728
COL_312455,49174.34020306415
COL_312609,51974.21890391593
COL_312628,42763.25814222689
COL_312649,78490.80483050291
COL_312672,41037.44052132859
COL_312673,39492.86470224276
COL_312695,56763.20562364642
COL_312997,335906.06592924194
COL_313006,63148.707048057426
COL_313065,59471.17260363995
COL_313068,62472.503422270165
COL_313211,47382.40617335632
COL_313268,233421.58249913336
COL_313304,44160.76109995322
COL_313352,39152.96938557587
COL_313363,48586.167541086055
COL_313535,101289.8274306519
COL_313559,135265.33552502832
COL_313572,57375.08206835151
COL_313573,53593.586451269715
COL_313574,38409.81723981396
COL_313597,40831.377601814864
COL_313606,50412.10703412905
COL_313694,87589.16492634312
COL_313703,42188.35544986974
COL_313717,99334.97163828422
COL_313789,30458.014448402242
COL_313791,39257.001303159836
COL_313814,67764.99482282967
COL_314054,88564.09282450197
COL_314055,87512.75877497066
COL_314058,86373.99850537814
COL_314069,30908.641967708074
COL_314170,37360.924515086575
COL_314185,42796.18908661334
COL_314186,34746.44735497353
COL_314187,43762.64609255867
COL_314190,72324.36735649065
COL_314196,40979.20106298151
COL_314211,51418.87154236212
COL_314230,51315.17782959327
COL_314308,38162.89476384988
COL_314419,41192.147446737166
COL_314536,45598.976684774316
COL_314628,59590.39826265082
COL_314746,47455.117641472476
COL_314818,48979.855498467594
COL_314821,46254.72651753242
COL_314859,43600.39294874545
COL_314860,27874.45426557097
COL_314899,127058.51117971588
COL_314907,38613.92970160064
COL_314997,35093.47692329034
COL_315015,84512.34313289438
COL_315135,47893.11261099353
COL_315502,43965.160469779854
COL_315578,46766.02583289474
COL_315599,28832.95660579863
COL_315602,38617.767578173036
COL_315621,39595.07094601594
COL_315652,118730.58535484153
COL_315673,480598.82547315914
COL_315724,33379.78170846303
COL_315806,24212.798128866132
COL_315970,51659.58866993239
COL_315976,23897.969292416095
COL_315977,26728.692638186603
COL_316014,28932.2329883058
COL_316015,54671.27161635588
COL_316017,52048.2927639028
COL_316021,47720.317555566966
COL_316022,31301.302362657378
COL_316023,44916.23562501032
COL_316024,58658.56497547933
COL_316025,60006.443232501864
COL_316150,51329.37352066721
COL_316180,99916.16752843554
COL_316181,40563.05154803711
COL_316289,52373.33984908338
COL_316308,32329.541697220502
COL_316323,25348.27490227748
COL_316387,23425.05288551514
COL_316388,23158.89565828706
COL_316389,25174.923646808114
COL_316390,24566.183791102652
COL_316392,21950.4537957976
COL_316423,30932.244881352184
COL_316446,53906.433807180496
COL_316448,50772.08012283225
COL_316562,38923.08036971905
COL_316629,43007.10494028639
COL_316720,52858.84812325235
COL_316897,193825.83574976062
COL_316942,39407.31097584929
COL_317174,46568.6953156244
COL_317405,52873.06369506647
COL_317423,56264.99612557601
COL_317789,43635.838084757415
COL_317930,92161.5816689695
COL_318181,88722.73799171108
COL_318209,85632.37967941622
COL_318336,36352.49052247142
COL_318357,29811.444492046616
COL_318384,40407.91225341338
COL_318425,47274.544619878485
COL_318499,33690.03225184067
COL_318575,76135.06956176896
COL_318696,88945.19070902404
COL_318698,512279.2322776134
COL_318712,56818.56909274584
COL_318765,84761.04837277213
COL_319064,89805.34998824463
COL_319104,43976.2126259797
COL_319163,37639.90857100575
COL_319251,46117.36377388656
COL_319500,49917.04186047245
COL_319542,155129.36003464158
COL_319671,51059.83551000321
COL_319675,54396.202270138274
COL_319987,41494.36281001676
COL_319998,30549.7963468879
COL_320000,40132.78822010516
COL_320001,37668.956735069725
COL_320028,35544.72525056509
COL_320128,56104.67549309529
COL_320171,36635.83934711562
COL_320291,42977.35206296517
COL_320376,65202.85574129659
COL_320430,30630.072249302073
COL_320446,36951.48121427732
COL_320452,31198.405530573393
COL_320470,36750.39361222193
COL_320478,49597.76710734159
COL_320498,47075.64395385947
COL_320518,37294.521327085415
COL_320693,70265.77812690393
COL_320824,58075.49295198269
COL_320905,32523.787140491422
COL_320942,152918.70904261738
COL_320966,51149.978246436316
COL_321061,60070.1319990002
COL_321088,64357.881460414
COL_321099,77476.59452808055
COL_321128,197141.92031779655
COL_321407,46879.91317169577
COL_321417,61361.53933458208
COL_321427,55402.82963482054
COL_321474,36709.55786764433
COL_321621,34541.999444364745
COL_321670,43175.56106105508
COL_321677,31250.734362030027
COL_321820,43458.3946328483
COL_322106,68449.49317265335
COL_322266,32963.560567727116
COL_322288,97936.64128749022
COL_322290,78116.22592646729
COL_322311,45585.01811835316
COL_322356,88675.13498202176
COL_322378,38686.634540379935
COL_322380,41990.09496543095
COL_322428,80038.75455096031
COL_322436,49921.8386894814
COL_322462,47837.97762403646
COL_322463,33831.88710990874
COL_322511,50258.78590348849
COL_322568,66560.70019876878
COL_322595,46252.7719953362
COL_322623,42241.66371242856
COL_322624,90045.04470558325
COL_322665,55045.79851013814
COL_322676,72340.87380215003
COL_322749,46288.128372597654
COL_322954,38893.80044150487
COL_323025,77668.3978076567
COL_323034,59518.11608126655
COL_323061,50963.596635030364
COL_323075,24676.2848856047
COL_323078,40156.69159280039
COL_323084,49298.93974923847
COL_323247,48694.39102959948
COL_323258,67780.8922037828
COL_323261,91780.66649696551
COL_323330,67357.95254847735
COL_323355,65837.41703705498
COL_323590,40537.66379445057
COL_323647,42155.971846058696
COL_323671,55681.7639365445
COL_323683,463282.34463475173
COL_323882,50844.33242943685
COL_323938,48604.68799089713
COL_324197,179247.59555828135
COL_324268,30975.527467951295
COL_324269,35842.37169488319
COL_324455,84469.24056658975
COL_324459,104555.33867145883
COL_324622,52185.85247944282
COL_324655,36176.85848409585
COL_324779,33632.45234738855
COL_324786,94698.9517419319
COL_324787,90803.4998313914
COL_324926,50447.42847612464
COL_324927,49165.98781293861
COL_324936,32737.9144592397
COL_324940,179994.39578658814
COL_324941,54680.4688833159
COL_325131,102321.94003656988
COL_325182,45359.46595348357
COL_325196,59901.57383287681
COL_325210,43713.554208719164
COL_325348,41070.86913081721
COL_325392,40691.25402076965
COL_325405,62645.7533960778
COL_325545,172358.45782748505
COL_325588,84258.78505066496
COL_325648,103027.89831366915
COL_325649,105255.4746011614
COL_325650,90704.79656963768
COL_325651,77548.36588917559
COL_325652,64470.23596251887
COL_325653,69411.87593509584
COL_325696,82781.23696243027
COL_325699,60822.12578119
COL_325703,53684.17365665654
COL_325707,66218.81741257767
COL_325847,40621.162973581755
COL_325884,27853.742534337427
COL_325904,53668.3090594845
COL_325905,35897.70856766007
COL_325942,67471.88409246468
COL_325998,104348.0740191909
COL_326043,42608.53130060628
COL_326045,37347.176163884666
COL_326068,43770.77165383179
COL_326108,38549.172684557125
COL_326130,104363.34663556157
COL_326171,37357.974740071324
COL_326268,55401.83169001713
COL_326466,55034.53511885728
COL_326531,37413.28300910848
COL_326680,45946.52281859069
COL_326753,46090.95428067416
COL_326804,43806.78557679442
COL_326997,50773.66001333392
COL_327062,39263.929989156335
COL_327071,29538.763831107295
COL_327138,44303.78134885545
COL_327471,38946.89327789166
COL_327568,35630.690271075095
COL_327627,58621.04406987604
COL_327732,46032.18668673585
COL_328038,94289.41822389852
COL_328039,90217.18261620819
COL_328086,44009.22633450918
COL_328127,66500.13059160883
COL_328128,48026.83016151348
COL_328240,46525.102913414914
COL_328284,51269.57200283451
COL_328358,38678.47577692121
COL_328408,45410.70577214964
COL_328598,39627.25446046078
COL_328785,38140.050096048115
COL_328832,72166.70779747101
COL_328912,63721.78432261534
COL_328916,46284.790376494195
COL_328952,53056.62546456918
COL_328998,35776.51377739004
COL_329153,56542.31032333448
COL_329196,58984.85489774645
COL_329239,87207.70356199422
COL_329262,80459.72910544128
COL_329356,41785.62278147255
COL_329509,135203.55198882948
COL_329554,42803.3397740325
COL_329557,43756.59021621365
COL_329663,37582.13899730854
COL_329708,53153.31455303856
COL_329757,26299.827865138388
COL_329828,57261.04696561342
COL_329829,53347.53580747627
COL_329857,36198.00470606528
COL_330022,45769.22093194153
COL_330075,41567.58197291402
COL_330085,55035.55405567602
COL_330199,68922.0126833553
COL_330234,46312.40024866157
COL_330254,80956.90980073894
COL_330260,63618.1517613357
COL_330277,48626.49399677874
COL_330324,33197.94683125441
COL_330335,26169.58107845284
COL_330474,73867.33232006461
COL_330477,44849.034943532075
COL_330553,105150.97053529558
COL_330624,45339.65359361842
COL_330666,60507.16151198957
COL_331046,75285.55290303413
COL_331047,49897.803745264966
COL_331049,45329.678967887055
COL_331062,151062.7134472724
COL_331205,146963.65996636922
COL_331263,44493.002818273795
COL_331270,42276.12949780396
COL_331278,68630.9250952006
COL_331289,36551.265137034614
COL_331365,51297.081378003604
COL_331412,57445.477398932395
COL_331441,43463.947884977475
COL_331442,42387.06454007803
COL_331466,30370.527254235705
COL_331559,38544.69266640483
COL_331572,45778.460686507715
COL_331601,42944.745524859194
COL_331762,33758.73236553092
COL_332006,32495.108953203307
COL_332433,48253.14739101799
COL_332669,55518.43585564894
COL_332717,33323.32897555731
COL_332726,51122.060222275024
COL_332856,29502.777866951492
COL_332908,160694.76396802382
COL_332909,145266.3361734346
COL_332910,145286.14194188523
COL_332939,50224.03165724271
COL_333190,160052.77750963464
COL_333309,55458.67150615244
COL_333329,40140.28052299588
COL_333350,47351.93294922589
COL_333390,40237.736220266335
COL_333472,59260.90794014007
COL_333473,107165.77809533222
COL_333518,50915.843933795506
COL_333530,72127.96850512638
COL_333545,130227.18254662013
COL_333556,45587.22765932989
COL_333576,31728.21081298547
COL_333736,31935.00793751607
COL_333788,50434.80058727926
COL_333866,36836.59191367638
COL_333867,26510.665858597145
COL_333928,62314.991231583546
COL_333957,47804.33762529336
COL_334037,58460.229725498015
COL_334047,53412.35004174281
COL_334091,87417.97173435152
COL_334183,44540.981591953416
COL_334229,67892.73465332887
COL_334288,132923.74535944045
COL_334468,41070.10374152923
COL_334548,32614.094786625144
COL_334639,40802.21926643711
COL_334741,40346.825435671024
COL_334989,63648.86161064398
COL_335047,67829.13749237412
COL_335092,45808.09002218362
COL_335505,55746.886516304694
COL_335523,44181.66238470773
COL_335574,90020.62693481887
COL_335589,52233.65571166524
COL_335708,48840.65151901444
COL_335714,91143.6155814106
COL_335836,47789.746920623125
COL_336093,42686.28102630407
COL_336095,42516.57496313543
COL_336259,53605.295058538155
COL_336264,39944.887609475765
COL_336267,40841.908825219645
COL_336462,152113.30795767505
COL_336493,55555.45588200154
COL_336495,44393.09788624386
COL_336499,60407.60799001799
COL_336531,40924.22429901724
COL_336685,31101.298188273664
COL_336736,94618.52671679975
COL_336855,53337.66826469368
COL_336874,40991.48893592864
COL_336932,33893.03811331872
COL_336963,143967.1293191202
COL_336967,37536.66279423096
COL_337195,58198.88721279172
COL_337254,104623.0535445823
COL_337273,58071.74994872502
COL_337309,53799.94928867792
COL_337318,44488.219351403204
COL_337346,39377.58292483763
COL_337386,50863.892248309516
COL_337590,28777.635385445494
COL_337593,36988.30916591085
COL_337666,37470.75390227478
COL_337681,43284.48640955313
COL_337895,29277.016911918316
COL_337901,103734.30657000719
COL_337971,38372.88090359435
COL_338002,39386.07127984571
COL_338038,57776.36645154306
COL_338039,52740.17536950761
COL_338276,32130.904631274265
COL_338279,47705.37407680676
COL_338421,32421.44597209356
COL_338506,49737.76484991864
COL_338557,62897.47679770231
COL_338558,52383.77624646291
COL_338559,63675.03982800396
COL_338560,56022.99063495839
COL_338561,56438.34558120336
COL_338562,64333.14392490705
COL_338607,63030.0641740393
COL_338609,56770.25321655601
COL_338673,36421.490501384855
COL_338850,43423.82741722088
COL_338864,53324.51866272602
COL_338944,45435.54730681073
COL_339089,100869.48060119651
COL_339113,37477.95047153845
COL_339428,42827.078843927025
COL_339440,33773.46120301863
COL_339645,28492.46647945275
COL_339657,43804.597449674955
COL_339727,61362.86933108743
COL_339728,60823.73319338239
COL_339729,68609.99883917064
COL_339772,59593.64780471526
COL_339793,45838.830852174186
COL_339822,29597.169651622266
COL_339866,51744.09560182854
COL_339878,106757.79655337648
COL_339889,32798.36185904801
COL_339893,37539.70003536148
COL_339912,82724.31519684309
COL_339987,33959.69023091598
COL_339993,82041.37159079363
COL_340011,82414.37351882395
COL_340117,42346.1219361288
COL_340369,52578.68521346965
COL_340447,71958.81865276778
COL_340462,49212.92485487462
COL_340506,25714.607401418813
COL_340519,58605.12697563358
COL_340520,54090.490993104664
COL_340521,46401.804227026616
COL_340655,204121.47155843442
COL_340657,48235.79223945752
COL_340794,118675.30056285666
COL_340796,49262.813010639875
COL_340898,92457.30425588577
COL_340975,45226.43361183108
COL_340994,73500.86066310626
COL_340995,67743.84234532752
COL_341014,42224.3644713563
COL_341069,152380.35509135184
COL_341070,40770.76721380929
COL_341184,55681.58822468806
COL_341212,45773.28435316499
COL_341220,47312.32021670386
COL_341237,48292.838633569605
COL_341310,48521.0980693265
COL_341351,39652.18795637625
COL_341414,85382.48097268914
COL_341465,42114.28106239886
COL_341487,33471.003958066685
COL_341496,42307.00452646845
COL_341683,43521.000918405596
COL_341692,28758.425399247386
COL_341722,78089.08522923378
COL_341744,38021.642045283035
COL_341762,59005.037240763784
COL_341805,34590.08451519579
COL_341889,43089.72164562307
COL_341936,38964.43112604057
COL_342040,54752.919890046265
COL_342111,60977.592380155584
COL_342208,50578.37961436081
COL_342209,36500.98267462389
COL_342211,54824.75494452006
COL_342212,37777.51557108149
COL_342258,56284.75060207132
COL_342326,54321.685321280216
COL_342405,62002.29681617308
COL_342407,43081.28238124384
COL_342425,50018.63567615429
COL_342426,51341.02573184717
COL_342438,45231.14868651583
COL_342505,56774.65340958268
COL_342623,42229.841410610235
COL_342714,55851.65023255593
COL_342734,34051.72483544035
COL_342947,57196.11340494661
COL_342948,38541.637651061734
COL_343030,44365.58022387249
COL_343036,71349.1531992646
COL_343039,31382.10160955213
COL_343047,51144.23729149058
COL_343070,29762.071532566984
COL_343169,123980.1176489277
COL_343269,41464.77282214746
COL_343324,47770.65994307142
COL_343430,32199.755270844587
COL_343527,32891.38211219878
COL_343636,41418.50696931245
COL_343649,45623.65402651542
COL_343852,45842.27783388283
COL_343866,100651.5999100194
COL_343993,81581.49143499744
COL_344179,38990.7587467504
COL_344278,52486.09859205071
COL_344298,38453.819498472854
COL_344312,50466.402221962206
COL_344350,40404.96329424449
COL_344578,42372.18526679882
COL_344772,40423.91660205258
COL_344807,52843.12070039846
COL_344844,36275.58838076994
COL_344845,47405.611774490644
COL_344887,41521.43242599246
COL_344960,46378.74787591239
COL_344969,196741.63988693772
COL_345017,40389.56232742114
COL_345055,39275.2314262199
COL_345062,106456.7127496496
COL_345102,91295.14757319666
COL_345117,105460.43215414397
COL_345119,85455.54902048814
COL_345171,45333.72459370827
COL_345187,92837.34502465797
COL_345195,229794.78988793195
COL_345287,42314.47703739565
COL_345351,74885.11763641646
COL_345558,40336.82227646388
COL_345594,40666.538412442125
COL_345718,52456.11160413484
COL_345723,42149.785129733384
COL_345736,56268.404813632376
COL_345839,60816.85752593191
COL_345884,33084.694683394686
COL_345971,29793.474105302703
COL_345996,56882.286546135634
COL_346013,197481.87616136047
COL_346015,208604.55013016085
COL_346208,53900.16292354762
COL_346276,46010.84594979948
COL_346296,48305.35774888458
COL_346516,48213.77447365679
COL_346518,43518.591961261896
COL_346522,67754.18479183223
COL_346623,78087.90208097386
COL_346677,151415.83892124982
COL_346698,51387.751321342796
COL_346776,73287.90752165347
COL_346813,39131.42129419286
COL_346829,43829.03592567358
COL_346974,57732.375907508445
COL_346975,58017.0505027441
COL_347000,51434.93385040054
COL_347011,96222.75515094337
COL_347186,60551.10332440857
COL_347284,36346.804517173645
COL_347293,34829.6156580756
COL_347332,39132.54272204622
COL_347353,49624.980183939566
COL_347436,48427.89204906432
COL_347488,39202.42455865541
COL_347618,43702.03663335845
COL_347620,31726.413474233494
COL_347621,57004.80708957814
COL_347634,56019.574955055105
COL_347686,42593.60345306559
COL_347694,39770.375293772515
COL_347737,108468.24509508618
COL_347777,57442.88863200713
COL_347852,42378.54563683882
COL_347970,33865.58591171387
COL_348009,38084.296354048136
COL_348076,99424.7524958813
COL_348077,81680.7524306387
COL_348272,61360.658600690054
COL_348274,48152.81904023969
COL_348275,46164.61582100456
COL_348278,40663.279430438815
COL_348281,45654.01062266202
COL_348383,82906.83572910402
COL_348436,38886.498436306836
COL_348447,31784.796475150277
COL_348483,36558.94415922823
COL_348681,35852.488219309125
COL_348731,43643.660247377615
COL_348733,48373.12755854039
COL_348757,49380.300420182524
COL_348893,44291.77544899718
COL_349002,187519.35018203716
COL_349029,60923.903109165345
COL_349110,35285.65595005714
COL_349213,48592.27189505291
COL_349214,44956.04921540279
COL_349215,35511.961782166145
COL_349216,37122.28585668644
COL_349601,29809.089901582942
COL_349602,38396.435525298795
COL_349643,31476.883715316926
COL_349719,59215.76806494268
COL_349774,33987.72991983826
COL_349777,33410.05638944426
COL_350115,38325.45912480724
COL_350169,34914.20107411717
COL_350175,94648.79098049382
COL_350245,49689.98819015564
COL_350246,52855.18001619723
COL_350338,51621.93746704212
COL_350353,37573.86532251191
COL_350357,55616.30009651455
COL_350456,38738.342923901604
COL_350457,31575.440084913513
COL_350458,50830.64116730248
COL_350459,41345.732061058225
COL_350476,44608.02876828308
COL_350497,261469.9792789416
COL_350564,321827.10940213077
COL_350594,51440.53535956524
COL_350743,42931.55001098466
COL_350761,107326.36815919471
COL_350762,112821.56974056204
COL_350764,78071.92851964955
COL_350784,42424.122626141885
COL_350851,61932.1509738492
COL_351049,44545.976590313905
